timestamp,link,util_bps,capacity_bps,util_pct,congested
13:51:51,s2-s3,16165296,10000000,161.7,1
13:51:51,s3-s4,13124356,10000000,131.2,1
13:51:51,s1-s5,8101324,5000000,162.0,1
13:51:51,s5-s3,8098888,5000000,162.0,1
13:51:51,s2-s4,10043628,5000000,200.9,1
13:51:53,s1-s2,12146708,10000000,121.5,1
13:51:53,s2-s3,16153116,10000000,161.5,1
13:51:53,s3-s4,13124356,10000000,131.2,1
13:51:53,s1-s5,8098888,5000000,162.0,1
13:51:53,s5-s3,8105384,5000000,162.1,1
13:51:53,s2-s4,10047688,5000000,201.0,1
13:51:55,s1-s2,12157264,10000000,121.6,1
13:51:55,s2-s3,16137688,10000000,161.4,1
13:51:55,s3-s4,13123544,10000000,131.2,1
13:51:55,s1-s5,8101324,5000000,162.0,1
13:51:55,s5-s3,8102948,5000000,162.1,1
13:51:55,s2-s4,10044440,5000000,200.9,1
13:51:57,s1-s2,12142648,10000000,121.4,1
13:51:57,s2-s3,16153116,10000000,161.5,1
13:51:57,s3-s4,13120296,10000000,131.2,1
13:51:57,s1-s5,8096452,5000000,161.9,1
13:51:57,s5-s3,8098888,5000000,162.0,1
13:51:57,s2-s4,10042004,5000000,200.8,1
13:51:59,s1-s2,12155640,10000000,121.6,1
13:51:59,s2-s3,16107644,10000000,161.1,1
13:51:59,s3-s4,13121108,10000000,131.2,1
13:51:59,s1-s5,8098888,5000000,162.0,1
13:51:59,s5-s3,8101324,5000000,162.0,1
13:51:59,s2-s4,10044440,5000000,200.9,1
13:52:01,s1-s2,12152392,10000000,121.5,1
13:52:01,s2-s3,16144184,10000000,161.4,1
13:52:01,s3-s4,13128416,10000000,131.3,1
13:52:01,s1-s5,8107820,5000000,162.2,1
13:52:01,s5-s3,8107008,5000000,162.1,1
13:52:01,s2-s4,10049312,5000000,201.0,1
13:52:03,s1-s2,12160512,10000000,121.6,1
13:52:03,s2-s3,16160424,10000000,161.6,1
13:52:03,s3-s4,13162520,10000000,131.6,1
13:52:03,s1-s5,8132180,5000000,162.6,1
13:52:03,s5-s3,8146796,5000000,162.9,1
13:52:03,s2-s4,10106964,5000000,202.1,1
13:52:05,s1-s2,12222224,10000000,122.2,1
13:52:05,s2-s3,16252992,10000000,162.5,1
13:52:05,s3-s4,13173076,10000000,131.7,1
13:52:05,s1-s5,8121624,5000000,162.4,1
13:52:05,s5-s3,8114316,5000000,162.3,1
13:52:05,s2-s4,10051748,5000000,201.0,1
13:52:07,s1-s2,12149144,10000000,121.5,1
13:52:07,s2-s3,16183972,10000000,161.8,1
13:52:07,s3-s4,13117860,10000000,131.2,1
13:52:07,s1-s5,8098076,5000000,162.0,1
13:52:07,s5-s3,8098076,5000000,162.0,1
13:52:07,s2-s4,10040380,5000000,200.8,1
13:52:09,s1-s2,12131280,10000000,121.3,1
13:52:09,s2-s3,16092216,10000000,160.9,1
13:52:09,s3-s4,13105680,10000000,131.1,1
13:52:09,s1-s5,8084272,5000000,161.7,1
13:52:09,s5-s3,8087520,5000000,161.8,1
13:52:09,s2-s4,10042004,5000000,200.8,1
13:52:11,s1-s2,12144272,10000000,121.4,1
13:52:11,s2-s3,16102772,10000000,161.0,1
13:52:11,s3-s4,13121920,10000000,131.2,1
13:52:11,s1-s5,8100512,5000000,162.0,1
13:52:11,s5-s3,8107008,5000000,162.1,1
13:52:11,s2-s4,10043628,5000000,200.9,1
13:52:13,s1-s2,12154016,10000000,121.5,1
13:52:13,s2-s3,16101960,10000000,161.0,1
13:52:13,s3-s4,13117860,10000000,131.2,1
13:52:13,s1-s5,8095640,5000000,161.9,1
13:52:13,s5-s3,8098888,5000000,162.0,1
13:52:13,s2-s4,10043628,5000000,200.9,1
13:52:15,s1-s2,12134528,10000000,121.3,1
13:52:15,s2-s3,16099524,10000000,161.0,1
13:52:15,s3-s4,13110552,10000000,131.1,1
13:52:15,s1-s5,8097264,5000000,161.9,1
13:52:15,s5-s3,8098076,5000000,162.0,1
13:52:15,s2-s4,10044440,5000000,200.9,1
13:52:17,s1-s2,12163760,10000000,121.6,1
13:52:17,s2-s3,16127944,10000000,161.3,1
13:52:17,s3-s4,13134912,10000000,131.3,1
13:52:17,s1-s5,8102136,5000000,162.0,1
13:52:17,s5-s3,8111068,5000000,162.2,1
13:52:17,s2-s4,10052560,5000000,201.1,1
13:52:19,s1-s2,12137776,10000000,121.4,1
13:52:19,s2-s3,16098712,10000000,161.0,1
13:52:19,s3-s4,13116236,10000000,131.2,1
13:52:19,s1-s5,8100512,5000000,162.0,1
13:52:19,s5-s3,8100512,5000000,162.0,1
13:52:19,s2-s4,10038756,5000000,200.8,1
13:52:21,s1-s2,12145896,10000000,121.5,1
13:52:21,s2-s3,16081660,10000000,160.8,1
13:52:21,s3-s4,13115424,10000000,131.2,1
13:52:21,s1-s5,8084272,5000000,161.7,1
13:52:21,s5-s3,8090768,5000000,161.8,1
13:52:21,s2-s4,10041192,5000000,200.8,1
13:52:23,s1-s2,12138588,10000000,121.4,1
13:52:23,s2-s3,16046744,10000000,160.5,1
13:52:23,s3-s4,13117860,10000000,131.2,1
13:52:23,s1-s5,8094016,5000000,161.9,1
13:52:23,s5-s3,8106196,5000000,162.1,1
13:52:23,s2-s4,10045252,5000000,200.9,1
13:52:25,s1-s2,12147520,10000000,121.5,1
13:52:25,s2-s3,16136876,10000000,161.4,1
13:52:25,s3-s4,13149528,10000000,131.5,1
13:52:25,s1-s5,8159788,5000000,163.2,1
13:52:25,s5-s3,8184960,5000000,163.7,1
13:52:25,s2-s4,10153248,5000000,203.1,1
13:52:27,s1-s2,12270944,10000000,122.7,1
13:52:27,s2-s3,16285472,10000000,162.9,1
13:52:27,s3-s4,13235600,10000000,132.4,1
13:52:27,s1-s5,8121624,5000000,162.4,1
13:52:27,s5-s3,8113504,5000000,162.3,1
13:52:27,s2-s4,10046876,5000000,200.9,1
13:52:29,s1-s2,12158076,10000000,121.6,1
13:52:29,s2-s3,16137688,10000000,161.4,1
13:52:29,s3-s4,13123544,10000000,131.2,1
13:52:29,s1-s5,8102136,5000000,162.0,1
13:52:29,s5-s3,8106196,5000000,162.1,1
13:52:29,s2-s4,10047688,5000000,201.0,1
13:52:31,s1-s2,12151580,10000000,121.5,1
13:52:31,s2-s3,16143372,10000000,161.4,1
13:52:31,s3-s4,13129228,10000000,131.3,1
13:52:31,s1-s5,8104572,5000000,162.1,1
13:52:31,s5-s3,8105384,5000000,162.1,1
13:52:31,s2-s4,10048500,5000000,201.0,1
13:52:33,s1-s2,12158888,10000000,121.6,1
13:52:33,s2-s3,16136064,10000000,161.4,1
13:52:33,s3-s4,13125168,10000000,131.3,1
13:52:33,s1-s5,8100512,5000000,162.0,1
13:52:33,s5-s3,8103760,5000000,162.1,1
13:52:33,s2-s4,10046064,5000000,200.9,1
13:52:35,s1-s2,12149144,10000000,121.5,1
13:52:35,s2-s3,16142560,10000000,161.4,1
13:52:35,s3-s4,13120296,10000000,131.2,1
13:52:35,s1-s5,8104572,5000000,162.1,1
13:52:35,s5-s3,8103760,5000000,162.1,1
13:52:35,s2-s4,10046064,5000000,200.9,1
13:52:37,s1-s2,12157264,10000000,121.6,1
13:52:37,s2-s3,16147432,10000000,161.5,1
13:52:37,s3-s4,13129228,10000000,131.3,1
13:52:37,s1-s5,8108632,5000000,162.2,1
13:52:37,s5-s3,8108632,5000000,162.2,1
13:52:37,s2-s4,10046876,5000000,200.9,1
13:52:39,s1-s2,12150768,10000000,121.5,1
13:52:39,s2-s3,16134440,10000000,161.3,1
13:52:39,s3-s4,13118672,10000000,131.2,1
13:52:39,s1-s5,8097264,5000000,161.9,1
13:52:39,s5-s3,8101324,5000000,162.0,1
13:52:39,s2-s4,10045252,5000000,200.9,1
13:52:41,s1-s2,12154016,10000000,121.5,1
13:52:41,s2-s3,16132004,10000000,161.3,1
13:52:41,s3-s4,13128416,10000000,131.3,1
13:52:41,s1-s5,8097264,5000000,161.9,1
13:52:41,s5-s3,8102136,5000000,162.0,1
13:52:41,s2-s4,10047688,5000000,201.0,1
13:52:43,s1-s2,12150768,10000000,121.5,1
13:52:43,s2-s3,16136064,10000000,161.4,1
13:52:43,s3-s4,13123544,10000000,131.2,1
13:52:43,s1-s5,8106196,5000000,162.1,1
13:52:43,s5-s3,8106196,5000000,162.1,1
13:52:43,s2-s4,10046876,5000000,200.9,1
13:52:45,s1-s2,12155640,10000000,121.6,1
13:52:45,s2-s3,16124696,10000000,161.2,1
13:52:45,s3-s4,13125168,10000000,131.3,1
13:52:45,s1-s5,8104572,5000000,162.1,1
13:52:45,s5-s3,8104572,5000000,162.1,1
13:52:45,s2-s4,10045252,5000000,200.9,1
13:52:47,s1-s2,12143460,10000000,121.4,1
13:52:47,s2-s3,16093840,10000000,160.9,1
13:52:47,s3-s4,13120296,10000000,131.2,1
13:52:47,s1-s5,8097264,5000000,161.9,1
13:52:47,s5-s3,8106196,5000000,162.1,1
13:52:47,s2-s4,10046876,5000000,200.9,1
13:52:49,s1-s2,12156452,10000000,121.6,1
13:52:49,s2-s3,16115764,10000000,161.2,1
13:52:49,s3-s4,13121108,10000000,131.2,1
13:52:49,s1-s5,8095640,5000000,161.9,1
13:52:49,s5-s3,8097264,5000000,161.9,1
13:52:49,s2-s4,10041192,5000000,200.8,1
13:52:51,s1-s2,12145896,10000000,121.5,1
13:52:51,s2-s3,16136876,10000000,161.4,1
13:52:51,s3-s4,13117048,10000000,131.2,1
13:52:51,s1-s5,8102948,5000000,162.1,1
13:52:51,s5-s3,8102948,5000000,162.1,1
13:52:51,s2-s4,10047688,5000000,201.0,1
13:52:53,s1-s2,12152392,10000000,121.5,1
13:52:53,s2-s3,16161236,10000000,161.6,1
13:52:53,s3-s4,13128416,10000000,131.3,1
13:52:53,s1-s5,8102948,5000000,162.1,1
13:52:53,s5-s3,8102948,5000000,162.1,1
13:52:53,s2-s4,10043628,5000000,200.9,1
13:52:55,s1-s2,12145084,10000000,121.5,1
13:52:55,s2-s3,16139592,10000000,161.4,1
13:52:55,s3-s4,13115424,10000000,131.2,1
13:52:55,s1-s5,8098888,5000000,162.0,1
13:52:55,s5-s3,8104572,5000000,162.1,1
13:52:55,s2-s4,10044440,5000000,200.9,1
13:52:57,s1-s2,12156452,10000000,121.6,1
13:52:57,s2-s3,16159612,10000000,161.6,1
13:52:57,s3-s4,13131664,10000000,131.3,1
13:52:57,s1-s5,8099700,5000000,162.0,1
13:52:57,s5-s3,8103760,5000000,162.1,1
13:52:57,s2-s4,10046876,5000000,200.9,1
13:52:59,s1-s2,12152392,10000000,121.5,1
13:52:59,s2-s3,16157176,10000000,161.6,1
13:52:59,s3-s4,13127352,10000000,131.3,1
13:52:59,s1-s5,8103760,5000000,162.1,1
13:52:59,s5-s3,8108632,5000000,162.2,1
13:52:59,s2-s4,10048500,5000000,201.0,1
13:53:01,s1-s2,12157264,10000000,121.6,1
13:53:01,s2-s3,16175040,10000000,161.8,1
13:53:01,s3-s4,13123544,10000000,131.2,1
13:53:01,s1-s5,8101324,5000000,162.0,1
13:53:01,s5-s3,8101324,5000000,162.0,1
13:53:01,s2-s4,10046876,5000000,200.9,1
13:53:03,s1-s2,12151580,10000000,121.5,1
13:53:03,s2-s3,16165296,10000000,161.7,1
13:53:03,s3-s4,13126792,10000000,131.3,1
13:53:03,s1-s5,8104572,5000000,162.1,1
13:53:03,s5-s3,8106196,5000000,162.1,1
13:53:03,s2-s4,10044440,5000000,200.9,1
13:53:05,s1-s2,12149956,10000000,121.5,1
13:53:05,s2-s3,16158800,10000000,161.6,1
13:53:05,s3-s4,13120296,10000000,131.2,1
13:53:05,s1-s5,8099700,5000000,162.0,1
13:53:05,s5-s3,8105384,5000000,162.1,1
13:53:05,s2-s4,10050124,5000000,201.0,1
13:53:07,s1-s2,12156452,10000000,121.6,1
13:53:07,s2-s3,16177476,10000000,161.8,1
13:53:08,s3-s4,13128416,10000000,131.3,1
13:53:08,s1-s5,8098076,5000000,162.0,1
13:53:08,s5-s3,8100512,5000000,162.0,1
13:53:08,s2-s4,10042004,5000000,200.8,1
13:53:10,s1-s2,12145896,10000000,121.5,1
13:53:10,s2-s3,16158800,10000000,161.6,1
13:53:10,s3-s4,13119484,10000000,131.2,1
13:53:10,s1-s5,8102948,5000000,162.1,1
13:53:10,s5-s3,8107820,5000000,162.2,1
13:53:10,s2-s4,10050124,5000000,201.0,1
13:53:12,s1-s2,12158076,10000000,121.6,1
13:53:12,s2-s3,16168544,10000000,161.7,1
13:53:12,s3-s4,13138160,10000000,131.4,1
13:53:12,s1-s5,8107008,5000000,162.1,1
13:53:12,s5-s3,8107008,5000000,162.1,1
13:53:12,s2-s4,10057432,5000000,201.1,1
13:53:14,s1-s2,12166196,10000000,121.7,1
13:53:14,s2-s3,16188844,10000000,161.9,1
13:53:14,s3-s4,13146280,10000000,131.5,1
13:53:14,s1-s5,8116752,5000000,162.3,1
13:53:14,s5-s3,8119188,5000000,162.4,1
13:53:14,s2-s4,10059868,5000000,201.2,1
13:53:16,s1-s2,12160792,10000000,121.6,1
13:53:16,s2-s3,16161796,10000000,161.6,1
13:53:16,s3-s4,13134380,10000000,131.3,1
13:53:16,s1-s5,8102416,5000000,162.0,1
13:53:16,s5-s3,8111628,5000000,162.2,1
13:53:16,s2-s4,10051748,5000000,201.0,1
13:53:18,s1-s2,12154828,10000000,121.5,1
13:53:18,s2-s3,16164484,10000000,161.6,1
13:53:18,s3-s4,13121920,10000000,131.2,1
13:53:18,s1-s5,8097264,5000000,161.9,1
13:53:18,s5-s3,8102136,5000000,162.0,1
13:53:18,s2-s4,10055808,5000000,201.1,1
13:53:20,s1-s2,12160736,10000000,121.6,1
13:53:20,s2-s3,16184280,10000000,161.8,1
13:53:20,s3-s4,13139252,10000000,131.4,1
13:53:20,s1-s5,8106336,5000000,162.1,1
13:53:20,s5-s3,8111208,5000000,162.2,1
13:53:20,s2-s4,10060624,5000000,201.2,1
13:53:22,s1-s2,12151692,10000000,121.5,1
13:53:22,s2-s3,16119964,10000000,161.2,1
13:53:22,s3-s4,13126904,10000000,131.3,1
13:53:22,s1-s5,8104656,5000000,162.1,1
13:53:22,s5-s3,8102220,5000000,162.0,1
13:53:22,s2-s4,10052644,5000000,201.1,1
13:53:24,s1-s2,12150348,10000000,121.5,1
13:53:24,s2-s3,16111284,10000000,161.1,1
13:53:24,s3-s4,13120940,10000000,131.2,1
13:53:24,s1-s5,8096788,5000000,161.9,1
13:53:24,s5-s3,8105720,5000000,162.1,1
13:53:24,s2-s4,10056704,5000000,201.1,1
13:53:26,s1-s2,12164152,10000000,121.6,1
13:53:26,s2-s3,16172772,10000000,161.7,1
13:53:26,s3-s4,13164256,10000000,131.6,1
13:53:26,s1-s5,8124424,5000000,162.5,1
13:53:26,s5-s3,8125236,5000000,162.5,1
13:53:26,s2-s4,10088932,5000000,201.8,1
13:53:28,s1-s2,12187056,10000000,121.9,1
13:53:28,s2-s3,16195900,10000000,162.0,1
13:53:28,s3-s4,13143032,10000000,131.4,1
13:53:28,s1-s5,8110536,5000000,162.2,1
13:53:28,s5-s3,8112692,5000000,162.3,1
13:53:28,s2-s4,10043096,5000000,200.9,1
13:53:30,s1-s2,12149144,10000000,121.5,1
13:53:30,s2-s3,16202648,10000000,162.0,1
13:53:30,s3-s4,13125168,10000000,131.3,1
13:53:30,s1-s5,8099700,5000000,162.0,1
13:53:30,s5-s3,8102136,5000000,162.0,1
13:53:30,s2-s4,10050124,5000000,201.0,1
13:53:32,s1-s2,12154016,10000000,121.5,1
13:53:32,s2-s3,16199400,10000000,162.0,1
13:53:32,s3-s4,13121920,10000000,131.2,1
13:53:32,s1-s5,8098076,5000000,162.0,1
13:53:32,s5-s3,8095640,5000000,161.9,1
13:53:32,s2-s4,10038756,5000000,200.8,1
13:53:34,s1-s2,12149144,10000000,121.5,1
13:53:34,s2-s3,16201836,10000000,162.0,1
13:53:34,s3-s4,13124356,10000000,131.2,1
13:53:34,s1-s5,8102948,5000000,162.1,1
13:53:34,s5-s3,8106196,5000000,162.1,1
13:53:34,s2-s4,10050936,5000000,201.0,1
13:53:36,s1-s2,12154324,10000000,121.5,1
13:53:36,s2-s3,16199708,10000000,162.0,1
13:53:36,s3-s4,13129256,10000000,131.3,1
13:53:36,s1-s5,8104600,5000000,162.1,1
13:53:36,s5-s3,8101884,5000000,162.0,1
13:53:36,s2-s4,10046092,5000000,200.9,1
13:53:38,s1-s2,12049044,10000000,120.5,1
13:53:38,s2-s3,15958264,10000000,159.6,1
13:53:38,s3-s4,13035820,10000000,130.4,1
13:53:38,s1-s5,8042720,5000000,160.9,1
13:53:38,s5-s3,8047872,5000000,161.0,1
13:53:38,s2-s4,10046456,5000000,200.9,1
13:53:40,s1-s2,12133716,10000000,121.3,1
13:53:40,s2-s3,16108456,10000000,161.1,1
13:53:40,s3-s4,13112176,10000000,131.1,1
13:53:40,s1-s5,8076152,5000000,161.5,1
13:53:40,s5-s3,8093204,5000000,161.9,1
13:53:40,s2-s4,10044440,5000000,200.9,1
13:53:42,s1-s2,12129656,10000000,121.3,1
13:53:42,s2-s3,16084096,10000000,160.8,1
13:53:42,s3-s4,13126792,10000000,131.3,1
13:53:42,s1-s5,8090768,5000000,161.8,1
13:53:42,s5-s3,8102948,5000000,162.1,1
13:53:42,s2-s4,10050936,5000000,201.0,1
13:53:44,s1-s2,12159700,10000000,121.6,1
13:53:44,s2-s3,16111704,10000000,161.1,1
13:53:44,s3-s4,13119484,10000000,131.2,1
13:53:44,s1-s5,8099700,5000000,162.0,1
13:53:44,s5-s3,8101324,5000000,162.0,1
13:53:44,s2-s4,10045252,5000000,200.9,1
13:53:46,s1-s2,12154828,10000000,121.5,1
13:53:46,s2-s3,16109268,10000000,161.1,1
13:53:46,s3-s4,13137348,10000000,131.4,1
13:53:46,s1-s5,8105384,5000000,162.1,1
13:53:46,s5-s3,8111068,5000000,162.2,1
13:53:46,s2-s4,10072048,5000000,201.4,1
13:53:48,s1-s2,12162136,10000000,121.6,1
13:53:48,s2-s3,16141748,10000000,161.4,1
13:53:48,s3-s4,13143032,10000000,131.4,1
13:53:48,s1-s5,8105384,5000000,162.1,1
13:53:48,s5-s3,8110256,5000000,162.2,1
13:53:48,s2-s4,10039568,5000000,200.8,1
13:53:50,s1-s2,12149956,10000000,121.5,1
13:53:50,s2-s3,16087344,10000000,160.9,1
13:53:50,s3-s4,13117048,10000000,131.2,1
13:53:50,s1-s5,8089144,5000000,161.8,1
13:53:50,s5-s3,8096452,5000000,161.9,1
13:53:50,s2-s4,10046064,5000000,200.9,1
13:53:52,s1-s2,12158888,10000000,121.6,1
13:53:52,s2-s3,16115764,10000000,161.2,1
13:53:52,s3-s4,13141408,10000000,131.4,1
13:53:52,s1-s5,8111068,5000000,162.2,1
13:53:52,s5-s3,8106196,5000000,162.1,1
13:53:52,s2-s4,10055808,5000000,201.1,1
13:53:54,s1-s2,12149144,10000000,121.5,1
13:53:54,s2-s3,16088156,10000000,160.9,1
13:53:54,s3-s4,13125168,10000000,131.3,1
13:53:54,s1-s5,8101324,5000000,162.0,1
13:53:54,s5-s3,8107820,5000000,162.2,1
13:53:54,s2-s4,10050124,5000000,201.0,1
13:53:56,s1-s2,12150768,10000000,121.5,1
13:53:56,s2-s3,16092216,10000000,160.9,1
13:53:56,s3-s4,13123544,10000000,131.2,1
13:53:56,s1-s5,8098076,5000000,162.0,1
13:53:56,s5-s3,8104572,5000000,162.1,1
13:53:56,s2-s4,10046064,5000000,200.9,1
13:53:58,s1-s2,12143460,10000000,121.4,1
13:53:58,s2-s3,16094652,10000000,160.9,1
13:53:58,s3-s4,13127604,10000000,131.3,1
13:53:58,s1-s5,8098888,5000000,162.0,1
13:53:58,s5-s3,8102948,5000000,162.1,1
13:53:58,s2-s4,10045252,5000000,200.9,1
13:54:00,s1-s2,12152392,10000000,121.5,1
13:54:00,s2-s3,16067044,10000000,160.7,1
13:54:00,s3-s4,13115424,10000000,131.2,1
13:54:00,s1-s5,8089144,5000000,161.8,1
13:54:00,s5-s3,8090768,5000000,161.8,1
13:54:00,s2-s4,10042004,5000000,200.8,1
13:54:02,s1-s2,12142648,10000000,121.4,1
13:54:02,s2-s3,16076788,10000000,160.8,1
13:54:02,s3-s4,13129228,10000000,131.3,1
13:54:02,s1-s5,8103760,5000000,162.1,1
13:54:02,s5-s3,8105384,5000000,162.1,1
13:54:02,s2-s4,10046876,5000000,200.9,1
13:54:04,s1-s2,12152392,10000000,121.5,1
13:54:04,s2-s3,16080848,10000000,160.8,1
13:54:04,s3-s4,13117048,10000000,131.2,1
13:54:04,s1-s5,8098888,5000000,162.0,1
13:54:04,s5-s3,8102948,5000000,162.1,1
13:54:04,s2-s4,10043628,5000000,200.9,1
13:54:06,s1-s2,12146708,10000000,121.5,1
13:54:06,s2-s3,16093840,10000000,160.9,1
13:54:06,s3-s4,13128416,10000000,131.3,1
13:54:06,s1-s5,8098888,5000000,162.0,1
13:54:06,s5-s3,8101324,5000000,162.0,1
13:54:06,s2-s4,10044440,5000000,200.9,1
13:54:08,s1-s2,12154016,10000000,121.5,1
13:54:08,s2-s3,16095464,10000000,161.0,1
13:54:08,s3-s4,13123544,10000000,131.2,1
13:54:08,s1-s5,8097264,5000000,161.9,1
13:54:08,s5-s3,8101324,5000000,162.0,1
13:54:08,s2-s4,10052560,5000000,201.1,1
13:54:10,s1-s2,12145896,10000000,121.5,1
13:54:10,s2-s3,16119012,10000000,161.2,1
13:54:10,s3-s4,13125980,10000000,131.3,1
13:54:10,s1-s5,8093204,5000000,161.9,1
13:54:10,s5-s3,8098888,5000000,162.0,1
13:54:10,s2-s4,10044440,5000000,200.9,1
13:54:12,s1-s2,12145896,10000000,121.5,1
13:54:12,s2-s3,16090592,10000000,160.9,1
13:54:12,s3-s4,13122732,10000000,131.2,1
13:54:12,s1-s5,8100512,5000000,162.0,1
13:54:12,s5-s3,8107008,5000000,162.1,1
13:54:12,s2-s4,10048500,5000000,201.0,1
13:54:14,s1-s2,12155640,10000000,121.6,1
13:54:14,s2-s3,16136876,10000000,161.4,1
13:54:14,s3-s4,13134912,10000000,131.3,1
13:54:14,s1-s5,8107008,5000000,162.1,1
13:54:14,s5-s3,8107820,5000000,162.2,1
13:54:14,s2-s4,10054184,5000000,201.1,1
13:54:16,s1-s2,12148332,10000000,121.5,1
13:54:16,s2-s3,16147432,10000000,161.5,1
13:54:16,s3-s4,13134100,10000000,131.3,1
13:54:16,s1-s5,8098076,5000000,162.0,1
13:54:16,s5-s3,8107008,5000000,162.1,1
13:54:16,s2-s4,10051748,5000000,201.0,1
13:54:18,s1-s2,12147520,10000000,121.5,1
13:54:18,s2-s3,16058924,10000000,160.6,1
13:54:18,s3-s4,13118672,10000000,131.2,1
13:54:18,s1-s5,8085084,5000000,161.7,1
13:54:18,s5-s3,8100512,5000000,162.0,1
13:54:18,s2-s4,10047688,5000000,201.0,1
13:54:20,s1-s2,12150768,10000000,121.5,1
13:54:20,s2-s3,16048368,10000000,160.5,1
13:54:20,s3-s4,13140596,10000000,131.4,1
13:54:20,s1-s5,8098076,5000000,162.0,1
13:54:20,s5-s3,8109444,5000000,162.2,1
13:54:20,s2-s4,10059868,5000000,201.2,1
13:54:22,s1-s2,12138588,10000000,121.4,1
13:54:22,s2-s3,16038624,10000000,160.4,1
13:54:22,s3-s4,13129228,10000000,131.3,1
13:54:22,s1-s5,8094828,5000000,161.9,1
13:54:22,s5-s3,8104572,5000000,162.1,1
13:54:22,s2-s4,10058244,5000000,201.2,1
13:54:24,s1-s2,12148332,10000000,121.5,1
13:54:24,s2-s3,16028880,10000000,160.3,1
13:54:24,s3-s4,13117048,10000000,131.2,1
13:54:24,s1-s5,8096452,5000000,161.9,1
13:54:24,s5-s3,8106196,5000000,162.1,1
13:54:24,s2-s4,10050936,5000000,201.0,1
13:54:26,s1-s2,12153204,10000000,121.5,1
13:54:26,s2-s3,16056488,10000000,160.6,1
13:54:26,s3-s4,13134912,10000000,131.3,1
13:54:26,s1-s5,8098076,5000000,162.0,1
13:54:26,s5-s3,8107820,5000000,162.2,1
13:54:26,s2-s4,10050124,5000000,201.0,1
13:54:28,s1-s2,12135340,10000000,121.4,1
13:54:28,s2-s3,16096276,10000000,161.0,1
13:54:28,s3-s4,13119484,10000000,131.2,1
13:54:28,s1-s5,8083460,5000000,161.7,1
13:54:28,s5-s3,8102948,5000000,162.1,1
13:54:28,s2-s4,10056620,5000000,201.1,1
13:54:30,s1-s2,12157264,10000000,121.6,1
13:54:30,s2-s3,16148244,10000000,161.5,1
13:54:30,s3-s4,13138972,10000000,131.4,1
13:54:30,s1-s5,8100512,5000000,162.0,1
13:54:30,s5-s3,8110256,5000000,162.2,1
13:54:30,s2-s4,10046876,5000000,200.9,1
13:54:32,s1-s2,12145084,10000000,121.5,1
13:54:32,s2-s3,16111704,10000000,161.1,1
13:54:32,s3-s4,13120296,10000000,131.2,1
13:54:32,s1-s5,8088332,5000000,161.8,1
13:54:32,s5-s3,8094828,5000000,161.9,1
13:54:32,s2-s4,10043628,5000000,200.9,1
13:54:34,s1-s2,12133716,10000000,121.3,1
13:54:34,s2-s3,16095464,10000000,161.0,1
13:54:34,s3-s4,13119484,10000000,131.2,1
13:54:34,s1-s5,8089144,5000000,161.8,1
13:54:34,s5-s3,8104572,5000000,162.1,1
13:54:34,s2-s4,10047688,5000000,201.0,1
13:54:36,s1-s2,12140212,10000000,121.4,1
13:54:36,s2-s3,16094652,10000000,160.9,1
13:54:36,s3-s4,13115424,10000000,131.2,1
13:54:36,s1-s5,8089956,5000000,161.8,1
13:54:36,s5-s3,8100512,5000000,162.0,1
13:54:36,s2-s4,10039568,5000000,200.8,1
13:54:38,s1-s2,12136964,10000000,121.4,1
13:54:38,s2-s3,16082472,10000000,160.8,1
13:54:38,s3-s4,13120296,10000000,131.2,1
13:54:38,s1-s5,8090768,5000000,161.8,1
13:54:38,s5-s3,8099700,5000000,162.0,1
13:54:38,s2-s4,10042816,5000000,200.9,1
13:54:40,s1-s2,12141836,10000000,121.4,1
13:54:40,s2-s3,16074352,10000000,160.7,1
13:54:40,s3-s4,13118672,10000000,131.2,1
13:54:40,s1-s5,8085896,5000000,161.7,1
13:54:40,s5-s3,8096452,5000000,161.9,1
13:54:40,s2-s4,10045252,5000000,200.9,1
13:54:42,s1-s2,12141836,10000000,121.4,1
13:54:42,s2-s3,16109268,10000000,161.1,1
13:54:42,s3-s4,13127604,10000000,131.3,1
13:54:42,s1-s5,8097264,5000000,161.9,1
13:54:42,s5-s3,8099700,5000000,162.0,1
13:54:42,s2-s4,10049312,5000000,201.0,1
13:54:44,s1-s2,12153204,10000000,121.5,1
13:54:44,s2-s3,16105208,10000000,161.1,1
13:54:44,s3-s4,13129228,10000000,131.3,1
13:54:44,s1-s5,8099700,5000000,162.0,1
13:54:44,s5-s3,8110256,5000000,162.2,1
13:54:44,s2-s4,10047688,5000000,201.0,1
13:54:46,s1-s2,12144272,10000000,121.4,1
13:54:46,s2-s3,16124696,10000000,161.2,1
13:54:46,s3-s4,13129228,10000000,131.3,1
13:54:46,s1-s5,8095640,5000000,161.9,1
13:54:46,s5-s3,8107820,5000000,162.2,1
13:54:46,s2-s4,10056620,5000000,201.1,1
13:54:48,s1-s2,12158888,10000000,121.6,1
13:54:48,s2-s3,16142560,10000000,161.4,1
13:54:48,s3-s4,13134912,10000000,131.3,1
13:54:48,s1-s5,8101324,5000000,162.0,1
13:54:48,s5-s3,8104572,5000000,162.1,1
13:54:48,s2-s4,10046064,5000000,200.9,1
13:54:50,s1-s2,12139400,10000000,121.4,1
13:54:50,s2-s3,16113328,10000000,161.1,1
13:54:50,s3-s4,13121108,10000000,131.2,1
13:54:50,s1-s5,8084272,5000000,161.7,1
